num_tokens,latency,prediction,type,question
526,0.9362750053405762,0,0,Tell me about 'constraining dynamical dark energy models through the abundance of high redshift supermassive black holes'.
518,0.5885796546936035,0,0,Tell me about 'josephson effect in mgb2 break junctions'.
517,0.6591346263885498,0,0,Tell me about 'the nonlinear evolution of massive stellar core collapses that fizzle'.
522,1.1426491737365723,0,0,Tell me about 'superfluid transitions in bosonic atom molecule mixtures near a feshbach resonance'.
525,0.7895543575286865,0,0,Tell me about 'simulation of ultrasound beam formation of baiji lipotes vexillifer with a finite element model'.
521,0.7427492141723633,0,0,Tell me about 'systematics of magnetic dipole strength in the stable even mass mo isotopes'.
513,0.6081280708312988,0,0,Tell me about 'correlation dimension and systematic geometric effects'.
516,0.7822215557098389,0,0,Tell me about 'the structure of a turbulent shear layer embedded in turbulence'.
517,1.1440255641937256,0,0,Tell me about 'detecting inertial effects with airborne matter wave interferometry'.
516,0.6612303256988525,0,0,Tell me about 'squeezing and trapping in three level atoms'.
514,1.1276600360870361,0,0,Tell me about 'x ray selected agns near bright galaxies'.
514,0.6649365425109863,0,0,Tell me about 'José-Víctor Rodríguez'.
518,0.7802388668060303,0,0,Tell me about 'new neutron star equation of state with quark hadron crossover'.
528,0.589937686920166,0,0,Tell me about 'analysis of the acoustic scattering at variable incidences from an extra thin cylindrical shell bounded by hemispherical endcaps'.
515,0.7538480758666992,0,0,Tell me about 'ultrasonic diagnostic multiple sector image display system'.
520,0.5872721672058105,0,0,Tell me about 'electromagnetic analysis of spherical dielectic shielded resonators short paper'.
510,0.6844162940979004,0,0,Tell me about 'K. Abdo'.
513,0.9140775203704834,0,0,Tell me about 'G. M. Mirouh'.
525,0.6641323566436768,0,0,Tell me about 'broad band simulation of gamma ray bursts grb prompt emission in presence of an external magnetic field'.
540,0.6899521350860596,0,0,Tell me about 'a classical ensemble model of three body collisions in the point contact approximation and application to alignment effects in near resonant energy transfer collisions of he atoms with rydberg ca atoms'.
526,0.8288111686706543,0,0,Tell me about 'nuclear multifragmentation its relation to general physics a rich test ground of the fundamentals of statistical mechanics'.
518,0.7950642108917236,0,0,Tell me about 'dynamical density response and optical conductivity in topological metals'.
515,0.5092377662658691,0,0,Tell me about 'predicted performance of semiconductor junction circulators with losses'.
528,0.6287977695465088,0,0,Tell me about 'periods and prepotential of n 2 su 2 supersymmetric yang mills theory with massive hypermultiplets'.
520,0.9962453842163086,0,0,Tell me about 'low frequency conductivity reconstruction based on a single current injection via mreit'.
511,0.9094622135162354,0,0,Tell me about 'B. Wadsworth'.
512,0.7280035018920898,0,0,Tell me about 'gravitational memory in higher dimensions'.
513,1.1375586986541748,0,0,Tell me about 'Gianluca Giavitto'.
517,0.5813498497009277,0,0,Tell me about 'status report on the nist nrl free electron laser'.
522,0.6204652786254883,0,0,Tell me about 'the beta pictoris circumstellar disk xv highly ionized species near beta pictoris'.
530,1.1624774932861328,0,0,Tell me about 'solubility of krypton xenon and radon in polycarbonates application for measurement of their radioactive isotopes'.
517,0.7586193084716797,0,0,Tell me about 'the dynamical state and mass concentration relation of galaxy clusters'.
518,0.6501097679138184,0,0,Tell me about 'setup of an electron probe micro analyzer for highest resolution radioscopy'.
517,0.8278756141662598,0,0,Tell me about 'electrons in incommensurate crystals spectrum and localization'.
525,0.9020211696624756,0,0,Tell me about 'quasiclassical r matrix theory of inelastic processes in collisions of electrons with hcl molecules'.
509,0.6268291473388672,0,0,Tell me about 'Chun Li'.
510,0.742567777633667,0,0,Tell me about 'Kengo Shibuya'.
518,0.609764814376831,0,0,Tell me about 'limits of imaging system simplification using cubic mask wavefront coding'.
512,0.5861186981201172,0,0,Tell me about 'thin epitaxial silicon detectors'.
