num_tokens,latency,prediction,type,question
510,0.745154619216919,0,0,Tell me about 'Mud Vein'.
507,1.170501470565796,0,0,Tell me about 'Ash'.
510,0.6172604560852051,0,0,Tell me about 'Robin S. Sharma'.
510,1.1171331405639648,0,0,Tell me about 'D. Vincent Baker'.
508,0.7869870662689209,0,0,Tell me about 'MiddleWorld'.
516,0.6343989372253418,0,0,Tell me about 'Baked Fresh (Portland Heat, #2)'.
511,0.6131205558776855,0,0,Tell me about 'Editorial Orsai'.
511,0.8093085289001465,0,0,Tell me about 'Leonid Motylev'.
509,0.7944650650024414,0,0,Tell me about 'Life of Pi'.
518,0.679234504699707,0,0,Tell me about 'Sinful Intent (ALFA Private Investigations, #1)'.
509,1.1196563243865967,0,0,Tell me about 'Stuart Stevens'.
521,0.5531845092773438,0,0,Tell me about 'Cape Cod Modern: Midcentury Architecture and Community on the Outer Cape'.
510,1.1126141548156738,0,0,Tell me about 'Donald Ray Pollock'.
509,0.9726848602294922,0,0,Tell me about 'Susan Ridder'.
511,0.5498180389404297,0,0,Tell me about 'Franklin's Secret Club'.
508,0.7136342525482178,0,0,Tell me about 'jPod'.
510,0.5997879505157471,0,0,Tell me about 'Psy-Changeling'.
516,0.6482734680175781,0,0,Tell me about 'Creative Time and Space: Making Room for Making Art'.
510,0.6922659873962402,0,0,Tell me about 'Cosmic Horizons'.
508,0.6520428657531738,0,0,Tell me about 'Clark Carlton'.
511,0.6983613967895508,0,0,Tell me about 'Prins der Wrake'.
529,0.6366689205169678,0,0,Tell me about 'The Elephants of Style: A Trunkload of Tips on the Big Issues and Gray Areas of Contemporary American English'.
509,0.6509654521942139,0,0,Tell me about 'Robert Evert'.
509,0.6202678680419922,0,0,Tell me about 'David Parlett'.
519,0.6611957550048828,0,0,Tell me about 'In Order to Live: A North Korean Girl's Journey to Freedom'.
515,0.7144160270690918,0,0,Tell me about 'Sir Thomas Malory's Tales Of King Arthur'.
517,0.7539365291595459,0,0,Tell me about '百鬼夜行 陰'.
512,0.9813320636749268,0,0,Tell me about 'Phyllis Pellman Good'.
550,0.7761147022247314,0,0,Tell me about 'تابستان زندگی - سه گانه صحنه هایی از زندگی شهرستان - کتاب سوم'.
508,0.6091017723083496,0,0,Tell me about 'Frankenstein'.
512,1.0774290561676025,0,0,Tell me about 'Anatomy of a Misfit'.
519,0.6632208824157715,0,0,Tell me about 'Fantastic Four by John Byrne: Omnibus, Vol. 1'.
512,0.6261842250823975,0,0,Tell me about 'The Revenants #1'.
523,0.6330952644348145,0,0,Tell me about 'Higgs e il suo bosone: La caccia alla particella di Dio'.
518,1.1048073768615723,0,0,Tell me about 'Five Nights in Paris: After Dark in the City of Light'.
516,0.6844367980957031,0,0,Tell me about 'Magic Lessons (Magic or Madness, #2)'.
509,0.6265363693237305,0,0,Tell me about 'Newsflesh'.
511,0.8473470211029053,0,0,Tell me about 'A History of South Africa'.
515,1.0658578872680664,0,0,Tell me about 'Sag mir, dass es wahr ist'.
510,0.8606951236724854,0,0,Tell me about 'Magnificent Obsession'.
513,0.7523534297943115,0,0,Tell me about 'Further Adventures in the Restless Universe'.
517,1.6178269386291504,0,0,Tell me about 'The Vaccine Book: Making the Right Decision for Your Child'.
517,0.5343937873840332,0,0,Tell me about 'The Dead of Winter (John Madden, #3)'.
527,0.6885037422180176,0,0,Tell me about 'Inquiries Into the Nature of Slow Money: Investing as If Food, Farms, and Fertility Mattered'.
511,0.8085432052612305,0,0,Tell me about 'Carolina Bensler'.
509,0.9200384616851807,0,0,Tell me about 'Kedi Sam'.
509,0.7755742073059082,0,0,Tell me about 'Moby Dick'.
517,0.7908258438110352,0,0,Tell me about 'Finding My Forever (The Beaumont Series #3)'.
509,0.8803269863128662,0,0,Tell me about 'Beautiful Wreck'.
510,1.0205836296081543,0,0,Tell me about 'Wolf in White Van'.
522,1.229177474975586,0,0,Tell me about 'The Very Best 81 Words So Far: Selected stories from 81words.net'.
512,0.664562463760376,0,0,Tell me about 'The Jane Yellowrock World Companion'.
510,0.847069263458252,0,0,Tell me about 'Action Comics #39'.
510,1.8171892166137695,0,0,Tell me about 'While You Were Mine'.
513,0.6067445278167725,0,0,Tell me about 'Frankenstein, or The Modern Prometheus'.
512,0.869300127029419,0,0,Tell me about 'Barlowe's Inferno'.
512,0.6548182964324951,0,0,Tell me about 'The Wrong Side of Goodbye'.
519,0.7155072689056396,0,0,Tell me about 'The Omen Machine (Richard & Kahlan, #1)'.
521,0.7343719005584717,0,0,Tell me about 'Love Under Two Lawmen (Lusty, Texas #2 Lost Collection)'.
508,1.1137776374816895,0,0,Tell me about 'Like Family'.
512,0.7259328365325928,0,0,Tell me about 'The House of Dead Maids'.
521,0.8773353099822998,0,0,Tell me about 'How to Be a Pirate (How to Train Your Dragon, #2)'.
529,0.7361302375793457,0,0,Tell me about 'Ships of Oak, Guns of Iron: The War of 1812 and the Forging of the American Navy'.
512,0.6481645107269287,0,0,Tell me about 'Aristotle: Selections'.
516,0.5987715721130371,0,0,Tell me about 'Your Heart is a Muscle the Size of a Fist'.
520,0.7140195369720459,0,0,Tell me about 'The Seventh Trumpet (Sister Fidelma, #23)'.
525,0.8413510322570801,0,0,Tell me about 'Phenomenal: A Hesitant Adventurer's Search for Wonder in the Natural World'.
519,0.8374731540679932,0,0,Tell me about 'The First Book of Swords (Books of Swords, #1)'.
520,0.8362340927124023,0,0,Tell me about 'The Complete Morgaine (Morgaine Saga #1-4)'.
508,0.7586324214935303,0,0,Tell me about 'Love All'.
509,0.5918700695037842,0,0,Tell me about 'Mind Over Matter'.
511,0.845360517501831,0,0,Tell me about 'Murder in G Major'.
510,0.9678928852081299,0,0,Tell me about 'Carrie Bebris'.
519,1.2018871307373047,0,0,Tell me about 'Wer braucht schon Liebe (Butterfly, #1)'.
514,0.7191674709320068,0,0,Tell me about 'The Woman in Black: A Ghost Play'.
512,0.5948491096496582,0,0,Tell me about 'Akira, tome 1'.
516,0.8756723403930664,0,0,Tell me about 'Преднамерено шляене'.
516,0.8123617172241211,0,0,Tell me about 'Dry Lips Oughta Move to Kapuskasing'.
510,0.5045931339263916,0,0,Tell me about 'Intertwined'.
522,0.7320132255554199,0,0,Tell me about 'Lake of the Long Sun (The Book of the Long Sun, #2)'.
523,0.6631271839141846,1,1,Who are the authors of the book 'The Great Comet: The Journey of a New Musical to Broadway'?
518,1.2353096008300781,1,1,Who are the authors of the book 'BYU Studies #50:3'?
518,0.7720329761505127,1,1,Who are the authors of the book 'Sunshine for the Latter-Day Sa'?
518,0.7821218967437744,1,1,Who are the authors of the book 'X-Men Legacy: Necrosha'?
517,0.8291375637054443,1,1,Who are the authors of the book 'A Nave das Sombras'?
519,0.5931475162506104,1,1,Who are the authors of the book 'Alpha Flight by John Byrne: Omnibus'?
528,0.710003137588501,1,1,Who are the authors of the book 'The Pony Express Romance Collection: Historic Express Mail Route Delivers Nine Inspiring Romances'?
515,0.9571948051452637,1,1,Who are the authors of the book 'April Fool's Love'?
524,1.6333668231964111,1,1,Who are the authors of the book 'Inked Outlaw: A Bad Boy MC Romance Boxed Set'?
513,0.6492202281951904,1,1,Who are the authors of the book 'Sweet Dreams'?
525,0.8340997695922852,1,1,What series have the author of the book 'Cookies for the Dragon (Saint Lakes, #2.1)' published?
516,0.7892820835113525,1,1,What series have the author of the book 'Minor Miracles' published?
517,0.792475700378418,1,1,What series have the author of the book 'The Dragonbards' published?
524,0.9041471481323242,1,1,What series have the author of the book 'Endgame (Voluntary Eradicators, #1)' published?
521,1.1953318119049072,1,1,What series have the author of the book 'Picnic!: A Day in the Park' published?
527,0.8463804721832275,1,1,What series have the author of the book 'Wild for Wolves  (Werewolves of Forever, Texas #2)' published?
522,0.9377570152282715,1,1,What series have the author of the book 'The Clocks: Complete & Unabridged' published?
520,0.6874780654907227,1,1,What series have the author of the book 'The Best of Cordwainer Smith' published?
518,0.6072208881378174,1,1,What series have the author of the book 'Fairy in the Flesh' published?
525,0.7254540920257568,1,1,What series have the author of the book 'Stories from the Little Beach Street Bakery: An Omnibus Edition' published?
513,0.7035095691680908,1,1,What books has the author 'Denise Fields' published?
512,0.6655421257019043,1,1,What books has the author 'Ben Carson' published?
516,0.7495384216308594,1,1,What books has the author 'Clara Wimberly' published?
514,0.7990729808807373,1,1,What books has the author 'Jossilynn' published?
516,0.8206295967102051,1,1,What books has the author 'mHmd `wd@' published?
515,0.7298920154571533,1,1,What books has the author 'Tottie Limejuice' published?
513,0.6035494804382324,1,1,What books has the author 'David Orrell' published?
514,1.1647047996520996,1,1,What books has the author 'Nicolas Dickner' published?
513,0.9866750240325928,1,1,What books has the author 'Lynn Willis' published?
513,0.83223557472229,1,1,What books has the author 'Tom Vetter' published?
515,0.9137921333312988,1,1,What books have the collaborators of the author 'Daniel Gonzalez' published?
517,0.5619373321533203,1,1,What books have the collaborators of the author 'Steve Hackett' published?
517,0.5708332061767578,1,1,What books have the collaborators of the author 'Jeffrey Owen Jones' published?
517,0.6936311721801758,1,1,What books have the collaborators of the author 'Stephen K. Hunt' published?
515,0.6013598442077637,1,1,What books have the collaborators of the author 'The Mother' published?
516,0.7115366458892822,1,1,What books have the collaborators of the author 'Alix Sloan' published?
519,0.7316944599151611,1,1,What books have the collaborators of the author 'Jesse Dukeminier' published?
517,0.741966962814331,1,1,What books have the collaborators of the author 'John McQuaid' published?
516,1.087801218032837,1,1,What books have the collaborators of the author 'Gayle Farmer' published?
517,0.5270881652832031,1,1,What books have the collaborators of the author 'Ritu Pandey' published?
522,0.8848206996917725,1,1,What are the series published by the publishers that have published books of the author 'Jean Manco'?
525,1.5668737888336182,1,1,What are the series published by the publishers that have published books of the author 'ywsf hrwby'?
525,0.6852223873138428,1,1,What are the series published by the publishers that have published books of the author 'Maree Fenton-Smith'?
524,0.6253111362457275,1,1,What are the series published by the publishers that have published books of the author 'Piret Toomet'?
525,0.7196457386016846,1,1,What are the series published by the publishers that have published books of the author 'Karoline Stjernfelt'?
522,0.765538215637207,1,1,What are the series published by the publishers that have published books of the author 'Brian Hiatt'?
525,0.8836958408355713,1,1,What are the series published by the publishers that have published books of the author 'Larisa Bespalova'?
522,0.694833517074585,1,1,What are the series published by the publishers that have published books of the author 'Wayne Brown'?
524,0.6396348476409912,1,1,What are the series published by the publishers that have published books of the author 'Susanne Blesius'?
525,0.7364976406097412,1,1,What are the series published by the publishers that have published books of the author 'Kapka Kasabova'?
527,0.6521008014678955,1,1,What are the authors of the books published by the publisher 'Kinneret, Zmora, Dvir Publishing House'?
519,0.5945651531219482,1,1,What are the authors of the books published by the publisher 'dEpoca Editorial'?
520,0.8889634609222412,1,1,What are the authors of the books published by the publisher 'Ponto de Leitura'?
517,1.0637145042419434,1,1,What are the authors of the books published by the publisher 'Multiplayer'?
520,0.6141319274902344,1,1,What are the authors of the books published by the publisher 'Editions Sharon Kena'?
531,1.1212458610534668,1,1,What are the authors of the books published by the publisher 'lhyy'@ lmSry@ l`m@  llktb'?
519,0.6707484722137451,1,1,What are the authors of the books published by the publisher 'Cynthia Mendoza'?
